trial,sl_mult,min_return,max_holding,sharpe_per_trade,total_return_pct,win_rate,n_trades,valid,label_total,label_count_-1,label_count_0,label_count_1,label_pct_-1,label_pct_0,label_pct_1
172,2.4145090004806544,0.0009654077868365708,28,2042.1216663984385,87753.86148384478,1.0,592054.0,True,794141,295288,202087,296766,37.183321349735124,25.44724425511339,37.369434395151494
173,2.4201709066853474,0.0009602799166219042,29,2045.0131969184554,88925.20278016303,1.0,600310.0,True,794141,301079,193831,299231,37.91253694243214,24.407630383017626,37.67983267455024
174,2.4975011363811697,0.0009648907822918519,32,2065.5568317580137,93405.87201144741,1.0,619267.0,True,794141,315590,174874,303677,39.739794318641145,22.020522803884955,38.2396828774739
175,2.4951004324144272,0.0009679822855297163,32,2063.720771252092,93105.0612485224,1.0,616803.0,True,794141,313416,177338,303387,39.46603940610043,22.330795161060816,38.20316543283875
176,2.4953446541963538,0.0009761259651034211,32,2060.539422957208,92585.0909105719,1.0,611319.0,True,794141,308836,182822,302483,38.88931562531087,23.02135263133373,38.089331743355395
177,2.4940573722480615,0.0009608249522019323,32,2073.452357953972,93521.96337810914,1.0,621482.0,True,794141,317328,172659,304154,39.95864714200627,21.74160508020616,38.29974777778757
178,2.4038013955000794,0.0009538251778380844,32,2050.7402147156217,90147.86715927951,1.0,611034.0,True,794141,306606,183107,304428,38.60850906828888,23.057240464854477,38.33425046685664
179,2.389178232183425,0.000955121734099777,33,2050.0512009032004,89806.87530898878,1.0,609847.0,True,794141,304529,184294,305318,38.3469686113675,23.20671014341282,38.44632124521968
180,2.386739551412488,0.0009505313955256113,33,2051.48463925187,90004.80091856756,1.0,612663.0,True,794141,306768,181478,305895,38.62890846839541,22.852113163783258,38.51897836782133
181,2.498367061220611,0.0009563313959336573,33,2073.618929521212,94461.68570753095,1.0,627993.0,True,794141,322013,166148,305980,40.548592756198204,20.921725487035676,38.52968175676612
182,2.498252329243953,0.0009499080516106934,33,2075.6505178242037,94843.36719483543,1.0,632069.0,True,794141,325408,162072,306661,40.97609870287518,20.408466506577547,38.61543479054727
183,2.387329764266297,0.0009558268707793047,33,2049.017840460943,89676.90945334977,1.0,609011.0,True,794141,303816,185130,305195,38.257186066454196,23.311981121740345,38.43083281180546
184,2.4960037455038044,0.0009491456332892456,33,2075.463584427198,94788.55221053014,1.0,632148.0,True,794141,325401,161993,306747,40.97521724731502,20.39851865097004,38.62626410171494
185,2.4966731457097437,0.0009436385011546244,32,2072.5688465070493,94670.63229869453,1.0,632887.0,True,794141,326948,161254,305939,41.170018926110096,20.30546212826186,38.524518945628046
186,2.498073595893337,0.0009447052757942519,35,,,,,False,794141,330797,153863,309481,41.65469356197451,19.374770978957137,38.97053545906835
187,2.494336971922834,0.0009997154102588653,34,2051.191679567485,91866.27465838134,1.0,600361.0,True,794141,297976,193780,302385,37.52180028483607,24.401208349650755,38.07699136551318
188,2.4992503210412806,0.0009464948003239097,34,,,,,False,794141,328731,157184,308226,41.394538249504805,19.792958681141005,38.81250306935418
189,2.372790888047174,0.0009438982707347561,33,2050.4169711210147,89802.66380580275,1.0,614544.0,True,794141,308133,179597,306411,38.800792302626355,22.615253462546324,38.58395423482732
190,2.441104625844319,0.00023713538321208438,34,,,,,False,794141,452682,9379,332080,57.00272369768089,1.1810245283897947,41.81625177392932
191,2.4944135041444495,0.0009995938134703417,32,2049.3025212882785,90967.28133775873,1.0,595025.0,True,794141,295333,199116,299692,37.188987849764715,25.073129330937455,37.73788281929783
192,2.4959204634854557,0.0009780972709818561,35,2058.0968377739628,93786.26834886179,1.0,617866.0,True,794141,311857,176275,306009,39.269726660630795,22.196939838139578,38.533333501229635
193,2.498143865979075,0.000971432138231038,35,2061.4262730057594,94322.54548842218,1.0,622787.0,True,794141,316023,171354,306764,39.79431864114811,21.577276579348002,38.628404779503896
194,2.4091238801633565,0.0009537147934587204,34,2060.4351465759783,91174.70777628728,1.0,616891.0,True,794141,310008,177250,306883,39.03689647052602,22.319714005447395,38.64338952402659
195,2.3980433125119913,0.000947798419218084,35,2055.0888554717217,91376.42797420184,1.0,620840.0,True,794141,312486,173301,308354,39.3489317388222,21.822447147295,38.8286211138828
196,2.4988203351693303,0.0009388299837096381,35,,,,,False,794141,333920,150212,310009,42.047948664028176,18.91502894322293,39.037022392748895
197,2.4241174184433087,0.0009675733911462755,36,2057.0487256097285,91572.27155781741,1.0,613881.0,True,794141,306584,180260,307297,38.605738779385526,22.698739896315644,38.69552132429883
198,2.415837117420243,0.0009726220642968755,35,2049.0474122174182,90521.96251191753,1.0,606732.0,True,794141,301147,187409,305585,37.921099653587966,23.598957867683445,38.47994247872859
199,2.3758987868596058,0.000949164616009623,36,2050.295854688089,90563.60311281923,1.0,617400.0,True,794141,308636,176741,308764,38.86413118073491,22.25561959400157,38.880249225263526
